I,Q,State
0.9852844360286229,1.756518397890069,0
1.014108675306891,1.426500101425439,0
0.9597313229852877,0.7912370427159621,0
0.26686883577077836,1.1064932278072501,0
1.3336527454925462,0.5275126164492177,0
0.4227086097198016,2.267052220162732,0
0.8598417492198711,0.07037279426113086,0
0.9271531157232645,2.021629845296179,0
1.081375538114839,0.8890681598313375,0
0.8217474187691381,1.5748100964869975,0
1.8979990621777598,1.4215513865772809,0
0.4972565477706583,0.044826180031015905,0
0.7844371784643105,1.2054997186324727,0
1.1275037290845096,1.7030302963081858,0
1.391201016900983,1.4731151594647047,0
1.213855030621749,1.0242788929280175,0
1.6618522504237605,0.9008828731858006,0
0.32910030997335016,1.3040879704887658,0
-0.8201720383631086,-1.6129657687873906,0
1.0299643528912663,0.6555730689020238,0
1.0454236447845342,0.6476343789637042,0
1.2177976051396566,1.0395172892359184,0
1.0809365795032562,1.1381772299820678,0
0.902819704312321,0.29301752126115055,0
1.829452989958977,2.28545185203192,0
0.5030697680794673,1.259170048380604,0
0.9387815149480512,0.963373740239242,0
0.8380055522854185,1.6547801981130523,0
1.3988325204008603,0.8776618857452236,0
1.1734584861965582,1.4857415695315384,0
0.7862545286605707,0.8515513089898482,0
0.756634624456648,1.537038680267744,0
1.1059179687013272,1.2707524469249873,0
0.0031329563388743376,1.3874908834078372,0
0.5115189802987812,0.6449587808294335,0
0.5186260570749617,0.9942265853252152,0
0.8553644770370399,1.0568404875490123,0
-0.15555655166032967,1.5494710004303114,0
0.8142195348752077,1.3590909871937953,0
1.5371929454754734,1.4831248848585483,0
0.15900095714456308,1.4865582959432357,0
1.2353863241033538,1.5161151149869636,0
1.2595096629931173,0.8895611439949624,0
0.9146535310629644,1.7385405828250522,0
0.9845475955106123,0.468374694521718,0
1.5946166083596445,1.0337347757432713,0
1.5739677785444361,0.24048353737729455,0
-1.2958634671771625,-0.5793942918232196,0
-0.3688292587650206,0.7451959878644803,0
0.689421508008858,1.2043719939770072,0
-0.5396054380272457,-1.1084126378269819,0
1.0098203241572519,0.6540600732005468,0
0.6922917248402776,0.21519670997186724,0
0.8765705461994203,0.7840510448737674,0
0.9712471081272577,0.8742008338772946,0
1.0105953829690202,1.76436261829631,0
0.6738651290589235,0.4187118559544314,0
1.0816285612607455,0.8745787562728159,0
1.378336842926427,0.7124445794101102,0
0.7844313378133445,1.269333755981354,0
0.6944487490860085,1.038489195850086,0
1.266357282448773,0.49152029278186626,0
0.43253743440778003,0.47284310203303237,0
1.7331472889185373,0.5758677430096608,0
0.4258165469935198,1.4751359499434067,0
1.6114066649928753,1.3778488741744817,0
0.7167939200830478,0.8606134984460279,0
1.558910677499695,0.3013750750810631,0
1.515617967242402,0.3279897038219589,0
1.3445684517346546,1.6445388221377675,0
1.9047970746523355,1.4548065752233574,0
0.775171259489748,1.1086565478522894,0
0.6602507622148769,0.13438856009945788,0
-0.1055204736998947,1.6640550742993896,0
-1.0282353228438827,-0.6049155957251717,0
0.44451644995355766,0.9890830072685822,0
0.03704969216897658,0.870655052000955,0
1.2835888613075166,0.2741159524530581,0
1.7344108475277025,1.2647208034667894,0
-1.7602687353335158,-1.8728960040907492,0
0.7707314832142765,0.6648962652727082,0
1.252374676407471,1.0025688993563913,0
1.0181000615665539,1.1079828005797119,0
0.9088854421156838,1.9248888220295954,0
1.7260824451749992,0.8262936132127154,0
0.86849894743919,1.7168387363349287,0
0.9017097098226888,0.3755927404712789,0
-1.4379941622680104,-1.0397702498634742,0
0.17032522146808504,1.2432950702807417,0
0.9436481349059718,0.6064262134096633,0
0.16258208510686922,1.5232625061812957,0
0.5096775654859717,1.3115229338154692,0
1.3184746878170084,1.1089927008624016,0
1.1669259234396865,0.7654889072725171,0
1.0448308714966565,2.1138578819232654,0
0.5675725274204653,1.235836273400686,0
0.4218333251068286,0.8016330217865733,0
1.2994931649825454,0.6800229989693822,0
1.0311947992357338,0.9631036226553521,0
-0.8691966666398481,-1.444444374406119,0
0.4939171019321552,0.5505763321921466,0
-0.3050848970731139,-0.9069745813747884,0
1.858304219914703,1.3063841970820709,0
1.0828791061416398,0.6842340765923485,0
1.3171563027168496,0.498893110873494,0
1.3513831174229354,1.836374081116269,0
1.6177001841438927,1.7468328476399728,0
0.6793410850803763,0.861019049892798,0
0.8048470843835703,1.2174116370533952,0
1.1524479260588731,0.34895116429338524,0
0.2617277464684278,0.9844280757247944,0
1.130479624869961,0.547808049268127,0
1.4361236226112768,0.5760183882920572,0
-1.018180762793006,-1.1663657048666514,0
1.0486243900066232,0.14715849716784624,0
0.338572977287383,1.7093526741960998,0
1.1110846478086835,1.0171088270961333,0
1.4035401332816886,1.4984936975015355,0
0.710931011601889,0.8347587973477701,0
0.7170705132221218,0.017411915246184684,0
1.2895742729427369,1.6142589394629576,0
1.3995845266360822,0.7700226409125196,0
0.6659061779700044,1.5830885352621635,0
-0.9647925577822645,-1.2648070528379962,0
0.32646160943390534,1.5423118933340874,0
1.6057679862447616,0.619332475740294,0
0.03192043226360464,0.9870325253188132,0
-0.15604299394319932,1.1823149732881668,0
0.9584168620248108,0.9512132600605389,0
0.9681586174329234,0.7104052933084233,0
1.0783102587689979,0.7726438938055787,0
1.300515904567615,0.9241780182322856,0
0.4350337560682187,0.6913803076958982,0
0.8841434293096523,0.8690175441171514,0
0.9909099776263184,1.0870115461976384,0
1.1681303710339777,0.8480998075001045,0
0.5927229413759538,1.7860298922095494,0
2.0248468748201063,0.94632772191078,0
-0.018104822261119757,0.774211573679737,0
1.69609737690312,1.4302616195207498,0
0.949454244570853,0.610517508334428,0
0.515720270994132,0.41412528469349164,0
1.3665359535572839,1.5990291935005723,0
1.299542299119125,1.1884249134462157,0
1.1392071539840358,0.2459941733623977,0
1.0044028023804206,1.0974904032871333,0
